asset_id,file,width,height,area,mode,style_family_hint,usage_hint,caution
RYO26-161,images/image198.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-162,images/image199.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-163,images/image200.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-164,images/image201.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-165,images/image202.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-166,images/image203.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-167,images/image204.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-168,images/image205.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-169,images/image206.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-170,images/image207.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-171,images/image208.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-172,images/image209.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-173,images/image210.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-174,images/image211.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-175,images/image212.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-176,images/image213.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-177,images/image214.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-178,images/image215.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-179,images/image216.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-180,images/image217.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-181,images/image82.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-182,images/image83.png,57,57,3249,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-183,images/image178.png,117,117,13689,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-184,images/image182.png,117,117,13689,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-185,images/image183.png,117,117,13689,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-186,images/image196.png,117,117,13689,RGBA,small pictogram/icon,"Compact icon or symbol. Use in bullet clusters, process steps, or small labels.",Too small for hero visuals; keep within one icon family per slide.
RYO26-187,images/image231.png,136,171,23256,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-188,images/image237.png,128,194,24832,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-189,images/image380.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-190,images/image394.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-191,images/image395.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-192,images/image396.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-193,images/image397.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-194,images/image398.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-195,images/image399.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-196,images/image400.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-197,images/image402.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-198,images/image403.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-199,images/image405.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-200,images/image406.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-201,images/image410.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-202,images/image411.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-203,images/image412.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-204,images/image413.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-205,images/image414.png,180,180,32400,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-206,images/image389.png,190,188,35720,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-207,images/image384.png,158,229,36182,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-208,images/image401.png,199,254,50546,RGB,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-209,images/image232.png,196,271,53116,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-210,images/image172.png,234,234,54756,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-211,images/image175.png,234,234,54756,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-212,images/image176.png,234,234,54756,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-213,images/image177.png,234,234,54756,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-214,images/image19.png,455,126,57330,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-215,images/image382.png,219,280,61320,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-216,images/image404.png,219,280,61320,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-217,images/image236.png,348,204,70992,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-218,images/image235.png,292,261,76212,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-219,images/image390.png,209,376,78584,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-220,images/image387.png,241,350,84350,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-221,images/image233.png,398,220,87560,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-222,images/image381.png,262,400,104800,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-223,images/image377.png,344,318,109392,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-224,images/image383.png,284,400,113600,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-225,images/image407.png,265,450,119250,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-226,images/image379.png,323,400,129200,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-227,images/image376.png,325,400,130000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-228,images/image16.png,850,160,136000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-229,images/image18.png,850,160,136000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-230,images/image375.png,400,344,137600,RGBA,mid-size icon/character cutout,"Reusable standalone visual element. Use in cards, callouts, workflow nodes, or role labels.",Do not stretch; preserve aspect ratio and transparent edge.
RYO26-231,images/image408.png,348,400,139200,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-232,images/image386.png,315,450,141750,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-233,images/image409.png,368,400,147200,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-234,images/image378.png,400,374,149600,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-235,images/image374.png,400,400,160000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-236,images/image391.png,400,400,160000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-237,images/image393.png,450,375,168750,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-238,images/image2.png,751,225,168975,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-239,images/image4.png,751,225,168975,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-240,images/image6.png,751,225,168975,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-241,images/image21.png,437,390,170430,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-242,images/image10.png,777,225,174825,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-243,images/image12.png,777,225,174825,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-244,images/image11.png,777,226,175602,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-245,images/image230.png,440,407,179080,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-246,images/image220.png,570,342,194940,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-247,images/image7.png,508,457,232156,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-248,images/image9.png,508,457,232156,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-249,images/image8.png,508,458,232664,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-250,images/image1.png,517,457,236269,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-251,images/image3.png,517,457,236269,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-252,images/image5.png,517,457,236269,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-253,images/image17.png,584,411,240024,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-254,images/image223.png,357,685,244545,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-255,images/image22.png,500,500,250000,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-256,images/image14.png,554,457,253178,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-257,images/image15.png,554,457,253178,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-258,images/image13.png,554,458,253732,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-259,images/image219.png,569,466,265154,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-260,images/image234.png,526,522,274572,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-261,images/image224.png,588,492,289296,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
RYO26-262,images/image227.png,599,497,297703,RGBA,illustration cutout or scene fragment,"Medium illustration/character/scenario asset. Use as supporting visual in problem, role, workflow, or help scenes.",Check crop and style before mixing with other character families.
